policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
240306404,GBR,Annual,Hydrogen Investment Roadmap 2023,Hydrogen Investment Roadmap 2023 United Kingdom (2023),Country,,United Kingdom,,,"Economic instruments, Fiscal or financial incentives, Grants and subsidies, Loans",Electricity and heat,"The Hydrogen Net Zero Investment Roadmap provides an overview of government policies and investment opportunities in hydrogen. It highlights the UK's ambition to develop a low-carbon hydrogen economy, playing a vital role in achieving net zero emissions across various sectors.",Renewables,,In force,2023,,,,Mitigation,https://www.gov.uk/government/publications/hydrogen-net-zero-investment-roadmap,23/02/2024,,,,,
230206142,GBR,Annual,Hydrogen Investor Roadmap,Hydrogen Investor Roadmap United Kingdom (2022),Country,,United Kingdom,,,"Policy support, Strategic planning","Transport, Industry, Electricity and heat","This strategy is a follow-up to the UK's Hydrogen Strategy, and it increases the 2030 capacity target from 5GW to 10GW.",Other low-carbon technologies and fuel switch,,In force,2022,2022,,,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1114758/hydrogen-investor-roadmap.pdf,30/01/2023,,,,,
220205808,GBR,Annual,Hydrogen Strategy,Hydrogen Strategy United Kingdom (2021),Country,,United Kingdom,,,"Policy support, Strategic planning, Target","Electricity and heat, Renewables, Industry, Transport","This strategic policy document sets out a target of 5GW of low-carbon hydrogen production capacity in the UK by 2030. According to the government, the use of low carbon hydrogen enabled by 5GW production capacity could deliver total emissions savings of around 41MtCO2e between 2023 and 2032, equivalent to the carbon captured by 700 million trees over the same time period.","Other low-carbon technologies and fuel switch, Renewables",,In force,2021,2021,2030,High,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1011283/UK-Hydrogen-Strategy_web.pdf,01/01/2022,,,,,
211001491,GBR,Annual,Indicative National Energy Efficiency Target,Indicative National Energy Efficiency Target United Kingdom (2014),Country,,United Kingdom,,,Formal & legally binding energy efficiency target,General,"The UK has set its indicative national energy efficiency target on the basis of final energy consumption. This means the indicative target is 129.2 MTOE on a net calorific basis, which would amount to an 18% reduction (28.5 MTOE) from the UK's 2007 business as usual project projection for 2020. This indicative target has been set taking into account the overarching European goal of reducing energy consumption by 20% relative to 2007 PRIMES projection of 2020 demand. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,Ended,2014,,2020,Unknown,Mitigation,https://www.iea.org/policies/1512-eu-directive-201227eu?country=United%20Kingdom&page=2&qs=united,,{{{Comments}}},Energy efficiency improvement target (%),18,2007,2020
211005269,GBR,Annual,Industrial Decarbonisation Strategy,Industrial Decarbonisation Strategy United Kingdom (2021),Country,,United Kingdom,,,"Economic instruments, Direct investment, RD&D funding, Fiscal or financial incentives, CO2 taxes, Performance label, Policy support, Strategic planning, Codes and standards, Product standards",Industry,"This strategy outlines the UK government's strategy to decarbonisation in key industrial sectors such as metals and minerals, chemicals, food and drink, paper and pulp, ceramics, glass, oil refineries and less energy intensive manufacturing.
The government aims to enable the transition to a low carbon economy within the industrial sector. The policy framework outlined encompasses carbon pricing, funding mechanisms to technology development and the adjustment of the policy framework to stimulate the uptake of fuel switching. Also, the government aims at getting consumers to choose low carbon products by setting products standards and labelling. ","Energy efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021,2021,,High,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/970229/Industrial_Decarbonisation_Strategy_March_2021.pdf,01/05/2021,,,,,
220205813,GBR,Annual,Industrial Energy Transformation Fund,Industrial Energy Transformation Fund United Kingdom (2018),Country,,United Kingdom,,,"Fiscal or financial incentives, Grants and subsidies",Industry,"The Industrial Energy Transformation Fund (IETF) is designed to help businesses with high energy use to cut their energy bills and carbon emissions through investing in energy efficiency and low carbon technologies. The government announced £315 million of funding in the 2018 Budget, available up until 2025.","Energy efficiency, Energy service demand reduction and resource efficiency",,In force,2018,2018,2025,,Mitigation,https://www.gov.uk/government/collections/industrial-energy-transformation-fund,01/01/2022,,,,,
220205815,GBR,Annual,Industrial Heat Recovery Support programme,Industrial Heat Recovery Support programme United Kingdom (2018),Country,,United Kingdom,,,"Fiscal or financial incentives, Grants and subsidies",Industry,The Industrial Heat Recovery Support (IHRS) programme was designed to encourage and support investment in heat recovery technologies. This means helping businesses identify and invest in opportunities for recovering and reusing heat that would otherwise be wasted.,"Energy efficiency, Energy service demand reduction and resource efficiency",,In force,2018,,,,Mitigation,https://www.gov.uk/guidance/industrial-heat-recovery-support-programme-how-to-apply,01/01/2022,,,,,
240306401,GBR,Annual,International Climate Finance Strategy 2023,International Climate Finance Strategy 2023 United Kingdom (2023),Country,,United Kingdom,,,"Economic instruments, Direct investment, Funds to sub-national governments",General,"The UK International Climate Finance Strategy details the government's pledge to double its International Climate Finance commitments to £11.6 billion between 2021 and 2026. This strategy emphasizes allocating funds towards solutions that protect and restore nature, alongside supporting mitigation and adaptation measures in developing nations.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2023,2021,2026,,Mitigation,https://www.gov.uk/government/publications/uk-international-climate-finance-strategy,23/02/2024,,,,,
230206139,GBR,Annual,Jet Zero Strategy,Jet Zero Strategy United Kingdom (2022),Country,,United Kingdom,,,"Policy support, Strategic planning",Transport,This strategy sets out a framework for the UK to reach its goal of a net zero aviation sector by 2050. It includes a short term plan with priority actions to reach the long-term goal.,"Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2022,2022,2050,,Mitigation,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1095952/jet-zero-strategy.pdf,30/01/2023,,,,,
220506017,GBR,Annual,Kigali Amendment on HFCs,Kigali Amendment on HFCs United Kingdom (2017),Country,,United Kingdom,,,"Target, GHG reduction target","Industry, Fluorinated gases","With the ratification of the Kigali Amendment, group I parties commit to peak HFCs consumption by 2019 and reduce it to 15% of 2012 levels by 2036","Energy service demand reduction and resource efficiency, Non-energy use",,In force,2017,,,Unknown,Mitigation,https://treaties.un.org/Pages/showDetails.aspx?objid=080000028048cd90&clang=_en,05/05/2022,,,,,
211001621,GBR,Annual,Landlords Energy Saving Allowance (LESA),Landlords Energy Saving Allowance (LESA) United Kingdom (2004),Country,,United Kingdom,,,"Tax relief, Grants and subsidies","Buildings, Heating and cooling",,Energy efficiency,,In force,2004,,,Unknown,Mitigation,https://www.gov.uk/landlords-energy-saving-allowance,,,,,,
211001623,GBR,Annual,Large-scale PV Demonstration Project,Large-scale PV Demonstration Project United Kingdom (2002),Country,,United Kingdom,,,"Monitoring, Grants and subsidies, Demonstration project, Technology development, Auditing","Electricity and heat, Renewables",,Renewables,,Ended,2002,,2007,Unknown,Mitigation,https://www.iea.org/policies/3792-large-scale-pv-demonstration-project?page=9&region=Europe&sector=Multi-sector%2CGeneration&type=Fiscal%2Ffinancial%20incentives%2CResearch%2C%20development%20and%20deployment,,,,,,
211001712,GBR,Annual,London ULEV Delivery Plan,London ULEV Delivery Plan United Kingdom (2015),City,,United Kingdom,,London,Infrastructure investments,"Transport, Low-emissions mobility","Transport for London’s July 2015 ULEV Delivery Plan committed to deliver 300 rapid charge points by 2020, with 150 by 2018, to meet the expected demand from taxis and commercial fleets. The government is supporting this ambition with a total of £12.6m of funding. Many chargepoints will be introduced by Local Authorities and the private market in England or London in the coming years. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,Mitigation,https://www.iea.org/policies/3289-ulev-delivery-plan?country=United%20Kingdom&amp;qs=united,,,,,,
211001718,GBR,Annual,Long-term Investment in Ultra Low Emission Vehicles in the UK,Long-term Investment in Ultra Low Emission Vehicles in the UK United Kingdom (2015),Country,,United Kingdom,,,"RD&D funding, Strategic planning, Regulatory Instruments","Transport, Low-emissions mobility","The government will spend more than £600 million between 2015-16 and 2020-21 to support uptake and manufacturing of ultra-low emission vehicles (ULEVs) in the UK, maintaining the global leadership that has seen 1 in 4 of all European electric vehicles built here and keep the UK on track for all new cars to be effectively zero emission by 2040. This investment will save 65 million tonnes of carbon and help deliver the Long-Term answer on urban air quality. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2015,,,Unknown,"Mitigation, Air pollution",https://www.iea.org/policies/6929-long-term-investment-in-ultra-low-emission-vehicles-in-the-uk?country=United%20Kingdom&qs=united,,,,,,
211001721,GBR,Annual,Low Carbon Buildings Programme,Low Carbon Buildings Programme United Kingdom (2006),Country,,United Kingdom,,,"Research & Development and Deployment (RD&D), Information provision, Grants and subsidies","Electricity and heat, Buildings",,"Renewables, Energy efficiency",,Ended,2006,,2010,Unknown,Mitigation,https://www.gov.uk/government/publications/low-carbon-building-programme-2006-to-2011-final-report,,,,,,
211001728,GBR,Annual,Low Carbon Industrial Strategy (LCIS),Low Carbon Industrial Strategy (LCIS) United Kingdom (2009),Country,,United Kingdom,,,"Infrastructure investments, Procurement rules, Grants and subsidies, Loans, Advice or aid in implementation, Information provision, Policy support, Strategic planning, Research & Development and Deployment (RD&D), Demonstration project, Technology deployment and diffusion, Technology development","Electricity and heat, Renewables, Buildings, General",,"Renewables, Energy efficiency",,Ended,2009,2009,,Unknown,"Mitigation, Economic development",http://webarchive.nationalarchives.gov.uk/20100401170135/bis.gov.uk/policies/business-sectors/low-carbon-business-opportunities/uk-low-carbon-ind-strategy,,,,,,
211001729,GBR,Annual,Low Carbon Transition Plan,Low Carbon Transition Plan United Kingdom (2009),Country,,United Kingdom,,,"Direct investment, Grants and subsidies, Policy support, Institutional creation, Strategic planning, Regulatory Instruments, Research & Development and Deployment (RD&D)","Electricity and heat, Renewables, Buildings, General",,"Renewables, Energy efficiency",,Ended,2009,,,Unknown,"Mitigation, Adaptation, Energy security, Economic development",https://www.gov.uk/government/publications/the-uk-low-carbon-transition-plan-national-strategy-for-climate-and-energy,,,,,,
211001730,GBR,Annual,Low Carbon Transport Innovation Strategy,Low Carbon Transport Innovation Strategy United Kingdom (2007),Country,,United Kingdom,,,"RD&D funding, Research & Development and Deployment (RD&D)",Transport,Executive,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2007,,,Unknown,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/low-carbon-transport-innovation-strategy/,,,,,,
211001731,GBR,Annual,Low Carbon Transport Strategy,Low Carbon Transport Strategy United Kingdom (2009),Country,,United Kingdom,,,"Codes and standards, Advice or aid in implementation, Information provision, Energy and other taxes, Grants and subsidies, Policy support, Procurement rules, Demonstration project, Technology development, Regulatory Instruments, Strategic planning","Transport, Light-duty vehicles, Heavy-duty vehicles",,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables",,Ended,2009,,,Unknown,Mitigation,https://webarchive.nationalarchives.gov.uk/ukgwa/*/http://www.dft.gov.uk/pgr/sustainable/carbonreduction/low-carbon.pdf,,,,,,
211001732,GBR,Annual,Low Carbon Vehicle Innovation Platform (LCVIP); Ultra Low Emissions Vehicles (ULEV) Programme,Low Carbon Vehicle Innovation Platform (LCVIP); Ultra Low Emissions Vehicles (ULEV) Programme United Kingdom (2014),Country,,United Kingdom,,,Demonstration project,"Transport, Low-emissions mobility","LCVIP promoted UK-based R&D and showcased vehicle technologies through demonstrations and road trials. The ULEV programme's aim was “to cement the UK’s position as a leader” in the development of ULEVs. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2014,,,Unknown,Mitigation,https://www.iea.org/policies/3130-low-carbon-vehicle-innovation-platform-lcvip-ultra-low-emissions-vehicles-ulev-programme?country=United%20Kingdom&page=2&qs=united,,,,,,
211001733,GBR,Annual,Low Emission Bus Scheme,Low Emission Bus Scheme United Kingdom (2014),Country,,United Kingdom,,,Grants and subsidies,"Transport, Low-emissions mobility, Heavy-duty vehicles","The LEBS scheme was announced in April 2014. It aims to: increase the take up of low and ultra-low emission buses, speeding up the transition to an ultra-low emission bus fleet in this country; help improve local air quality in our towns and cities. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2014,,,Unknown,"Mitigation, Air pollution","https://www.iea.org/policies/3131-low-emission-bus-scheme?country=United%20Kingdom&page=2&qs=united
https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/694955/uleb-scheme-participant-guidance.pdf",,,,,,
211001734,GBR,Annual,Low Emission Zone (LEZ) London,Low Emission Zone (LEZ) London United Kingdom (2008),City,,United Kingdom,,London,Energy and other taxes,"Transport, Low-emissions mobility, Heavy-duty vehicles, Light-duty vehicles","The Low Emission Zone (LEZ) operates to encourage the most polluting heavy diesel vehicles driving in London to become cleaner. The LEZ covers most of Greater London and is in operation 24 hours a day, every day of the year.",Other low-carbon technologies and fuel switch,,In force,2008,,,Unknown,"Mitigation, Air pollution","https://tfl.gov.uk/modes/driving/low-emission-zone
https://tfl.gov.uk/modes/driving/low-emission-zone/check-if-your-vehicle-is-affected",,,,,,
211001758,GBR,Annual,Major PV Demonstration Programme,Major PV Demonstration Programme United Kingdom (2002),Country,,United Kingdom,,,Grants and subsidies,"Electricity and heat, Renewables",,Renewables,,Ended,2002,,,Unknown,Mitigation,https://hansard.parliament.uk/Commons/2002-12-04/debates/9e8f6e36-20e3-43f9-b054-7f8d96912781/PhotovoltaicMajorDemonstrationProgramme,,,,,,
230206144,GBR,Annual,Mandatory Climate Information Reporting for Companies,Mandatory Climate Information Reporting for Companies United Kingdom (2022),Country,,United Kingdom,,,"Regulatory Instruments, Obligation schemes",Industry,This policy sets out a new regulatory scheme for large businesses to report on climate related information and financial risk. The regulations were made on 17 January 2022 and apply to reporting for financial years starting on or after 6 April 2022.,"Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2022,,,,Mitigation,https://www.gov.uk/government/publications/climate-related-financial-disclosures-for-companies-and-limited-liability-partnerships-llps,30/01/2023,,,,,
211001789,GBR,Annual,Marine Research Development Fund (MRDF),Marine Research Development Fund (MRDF) United Kingdom (2005),Country,,United Kingdom,,,"Technology deployment and diffusion, Demonstration project","Electricity and heat, Renewables",,Renewables,,Ended,2005,,,Unknown,Mitigation,https://webarchive.nationalarchives.gov.uk/ukgwa/20090608233228/http://www.berr.gov.uk/whatwedo/energy/environment/etf/marine/page19419.html,,,,,,
211001798,GBR,Annual,"Market Transformation Programme, including Energy Labelling for Appliances","Market Transformation Programme, including Energy Labelling for Appliances United Kingdom (1997)",Country,,United Kingdom,,,"Endorsement label, Regulatory Instruments",Buildings,"The UK's Market Transformation Programme (MTP) effective since 1997 undertakes policy research, development and support projects that aim to bring forward products, systems and services that do less harm to the environment, using less energy, water and other resources over their lifetime. The MTP provides strategic support to a growing set of product policies. These aim to encourage resource efficiency through the development of supply-chain measures such as reliable product information, raising minimum standards and encouraging best practice and where consensus and joined-up thinking is essential to establish priorities and to deliver practical policies. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,1997,,,Unknown,Mitigation,https://www.iea.org/policies/1673-market-transformation-programme-including-energy-labelling-for-appliances?country=United%20Kingdom&page=5&qs=united,,,,,,
240306403,GBR,Annual,Markets for nature policy framework,Markets for nature policy framework United Kingdom (2023),Country,,United Kingdom,,,"Policy support, Strategic planning, Regulatory Instruments, Codes and standards, Sectoral standards, Monitoring",Agriculture and forestry,"The Nature Markets Policy Framework aims to boost private investment in nature recovery and sustainable farming. It outlines measures to guide and support the development of nature markets, emphasizing integrity and principles to foster trust and confidence, crucial for sustainable market growth.",Renewables,,In force,2023,,,,Mitigation,https://www.gov.uk/government/publications/nature-markets,23/02/2024,,,,,
211001829,GBR,Annual,Microgeneration Strategy,Microgeneration Strategy United Kingdom (2006),Country,,United Kingdom,,,"Grants and subsidies, Strategic planning, Technology development","Electricity and heat, Buildings",,"Renewables, Energy efficiency",,Ended,2006,,,Unknown,Mitigation,https://www.gov.uk/government/publications/microgeneration-strategy,,,,,,
211001832,GBR,Annual,Minimum Energy Performance Rating for Rental Properties,Minimum Energy Performance Rating for Rental Properties United Kingdom (2018),Subnational region,,United Kingdom,England and Wales,,Building codes and standards,"Buildings, Construction","New Minimum Energy Efficiency Standards in England and Wales came into force on 1st April 2018, requiring all rental properties to have a minimum Energy Performance Certificate rating of E. The regulations came into force for new lets and renewals of tenancies in April 2018 and will apply to all existing tenancies from April 2020. It will be unlawful to rent a property below the minimum E rating, unless there is an applicable exemption. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2018,,,Unknown,Mitigation,https://www.iea.org/policies/8503-minimum-energy-performance-rating-for-rental-properties-england-and-wales?country=United%20Kingdom&qs=united,,,,,,
211005267,GBR,Annual,Motor Fuel (Composition and Content) and the Biofuel (Labelling) (Amendment) Regulations,Motor Fuel (Composition and Content) and the Biofuel (Labelling) (Amendment) Regulations United Kingdom (2021),Country,,United Kingdom,,,"Regulatory Instruments, Codes and standards, Product standards","Transport, Heavy-duty vehicles, Light-duty vehicles","These Regulations amend The Motor Fuel Regulations of 1999 requiring the introduction of E10 petrol (petrol with up to 10% ethanol) at filling stations. The amendment to the Biofuel (Labelling) Regulations of 2004 changes the consumer message that must be displayed when E10 petrol is sold and replace references to European Directive 98/70/EC.
Switching to E10 can reduce the CO2 emissions from a petrol vehicle by around 2%.",Other low-carbon technologies and fuel switch,,In force,2021,2021,,Unknown,Mitigation,https://www.gov.uk/government/speeches/draft-legislation-the-motor-fuel-composition-and-content-and-biofuel-labelling-amendment-regulations-2021,01/05/2021,,,,,
211001874,GBR,Annual,Municipal Government/Energy Company Partnership to Promote Energy Efficiency,Municipal Government/Energy Company Partnership to Promote Energy Efficiency United Kingdom (2006),Country,,United Kingdom,,,Funds to sub-national governments,Electricity and heat,,Energy efficiency,,Ended,2006,,,Unknown,Mitigation,https://ec.europa.eu/energy/sites/ener/files/documents/2014_neeap_united-kingdom.pdf,,,,,,
211001887,GBR,Annual,"National Action Plan on Sustainable Procurement: ""Procuring the Future""","National Action Plan on Sustainable Procurement: ""Procuring the Future"" United Kingdom (2006)",Country,,United Kingdom,,,"Strategic planning, Procurement rules",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,Ended,2006,,,Unknown,Mitigation,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/69417/pb11710-procuring-the-future-060607.pdf,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
211000031,GBR,Annual,National Energy Efficiency Action Plan,National Energy Efficiency Action Plan United Kingdom (2011),Country,,United Kingdom,,,"Strategic planning, Formal & legally binding energy efficiency target",General,"The UK's 2nd Energy Efficiency Action Plan (EEAP) brought together in one document all the then current and planned policies and measures the government and the Devolved Administrations have in place to improve energy efficiency. This updated the previous EEAP of 2007 and fulfilled the UK's obligation under the Energy End-Use Efficiency and Energy Services Directive (ESD) to report on progress towards an overall national indicative energy savings target of 9% by 2016. It was superseded by the 2014 Energy Efficiency Action Plan under the EU Energy Efficiency Directive (see separate entry). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,Ended,2011,,,Unknown,Mitigation,https://www.iea.org/policies/757-2nd-national-energy-efficiency-action-plan?country=United%20Kingdom&page=2&qs=united,,,,,,
211001951,GBR,Annual,National Energy Efficiency Action Plan,National Energy Efficiency Action Plan United Kingdom (2014),Country,,United Kingdom,,,Strategic planning,General,"The National Energy Efficiency Action Plan sets out the UK's energy efficiency policy and programmes and action that will be taken to meet the targets and other legislative requirements of the EU Energy Effciency Directive and includes the Building Renovation Strategy also required by the Directive. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2014,,,Unknown,Mitigation,https://www.iea.org/policies/1245-uk-national-energy-efficiency-action-plan-2014?country=United%20Kingdom&page=2&qs=united,,,,,,
211001954,GBR,Annual,National Energy Efficiency Database,National Energy Efficiency Database United Kingdom (2011),Country,,United Kingdom,,,Information provision,General,"The National Energy Efficiency Data-Framework (NEED) was set up to provide a better understanding of energy use and energy efficiency in domestic and non-domestic buildings in Great Britain. The data framework matches gas and electricity consumption data, collected for BEIS sub-national energy consumption statistics, with information on energy efficiency measures installed in homes, from the Homes Energy Efficiency Database (HEED), Green Deal, the Energy Company Obligation (ECO) and the Feed-in Tariff scheme. It also includes data about property attributes and household characteristics, obtained from a range of sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2011,,,Unknown,Mitigation,https://www.iea.org/policies/7764-national-energy-effciency-database?country=United%20Kingdom&page=2&qs=united,,,,,,
220205819,GBR,Annual,National Infrastructure Strategy,National Infrastructure Strategy United Kingdom (2020),Country,,United Kingdom,,,"Policy support, Strategic planning","Transport, Industry, Electricity and heat, Renewables, Buildings, Agriculture and forestry, Forestry","As part of its COVID-19 economic response, the UK government has announced a National Infrastructure plan, which aims at developing national infrastructure to enable the country reaching its carbon neutrality goal. Key measures include:
• Significant investment in offshore wind and into modern ports and manufacturing infrastructure to expand the share of energy generation from
renewables;
• Providing up to £525 million to bring forward large-scale nuclear and invest in the development of advanced nuclear technologies;
• £1 billion to support the establishment of carbon capture and storage in four industrial clusters;
• Investing in hydrogen to scale up the UK’s capacity to produce both ‘blue’ and ‘green’ hydrogen;
• Investing £1.3 billion in charging infrastructure to accelerate the mass adoption of electric vehicles ahead of ending the sale of new petrol and diesel cars by 2030;
• Enabling heat decarbonisation by supporting the roll-out of existing technologies like heat pumps and development of emerging technologies like
hydrogen;
• Funding to help England to meet its share of the Climate Change Committee’s recommendations to plant 30,000 hectares of trees a year in the UK; and
• Investing £5.2 billion by 2027 to better protect 336,000 properties and boost resilience of communities to the increased risk of flooding and coastal erosion resulting from climate change.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2020,,,High,Mitigation,https://www.gov.uk/government/publications/national-infrastructure-strategy,01/01/2022,,,,,
211002039,GBR,Annual,National Renewable Energy Action Plan (NREAP),National Renewable Energy Action Plan (NREAP) United Kingdom (2010),Country,,United Kingdom,,,"Policy support, Strategic planning, Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","Under the EU Directive 2009/28/EC, member countries of the European Union were obliged to draft, and submit to the European Commission, National Renewable Action Plans (NREAPs) outlining pathways that will allow them to meet their 2020 renewable energy targets.
UK targets by 2020:
15% share of energy generated from renewable sources in gross final energy consumption;
12% of heat consumption met by renewable sources;
31% of electricity demand met by electricity generated from renewable energy sources;
10% of energy demand met by renewable energy sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2010,,2020,Unknown,Mitigation,http://ec.europa.eu/energy/renewables/action_plan_en.htm,,Share of renewable in gross final consumption,Share of renewables (%),15,,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,
230206138,GBR,Annual,Nationally Determined Contribution - NDC,Nationally Determined Contribution - NDC United Kingdom (2022),Country,,United Kingdom,,,"Climate strategy, Political & non-binding climate strategy, GHG reduction target, Political & non-binding GHG reduction target",General,"The UK resubmitted its 2020 NDC target in 2022. Its latest NDC, however, provides more detail on additional information that improves transparency around the UK's decarbonization plans.
The UK's NDC covers all sectors and gases. For CO2, CH4 and N2O the reference year is 1990 and for F-gases the reference year is 1995. The UK’s overall absolute target is to reduce GHG emissions at least by 68% (including LULUCF) by 2030 compared with reference levels. Emissions from International Aviation and Shipping are not included.
The UK has a policy framework in force establishing the binding commitment of net zero emissions by 2050, and Scotland sets bolder goals to reach net-zero in 2045 and 75% below 1990 by 2030. Wales pledges at least 80% reduction by 2050. 
The Climate Change Act introduced carbon budgets for the UK Government, which cap emissions over successive five-year periods and must be set 12 years in advance.
The UK government is putting into force the Clean Growth Strategy, which is a Ten Point Plan for a green industrial revolution, encompassing clean energy, buildings, transport and technologies. Moreover, the government pushes for individual plans across key sectors such as Energy White Paper, Transport Decarbonisation Plan and Heat and Buildings Strategy (UK NDC, 2020).
UK’s NDC establishes a reduction of 68% of 1990 levels including LULUCF emissions. If LULUCF is excluded, this is equivalent to 69% or 251 MtCO2e. CAT classifies this as strong target and once the UK adopts national policies (2030 ban on the sale of fossil fuel cars and a ramping up of renewable energy investment, particularly into offshore wind) it will bring their emissions in line with the 1.5°C goal. Also, the UK has a net-zero goal by 2050. CAT cannot rate, at this moment, the UK target due to complexities derived from Brexit (Climate Action Tracker, 2021).
 ","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2022,2022,2030,,Mitigation,https://unfccc.int/sites/default/files/NDC/2022-09/UK%20NDC%20ICTU%202022.pdf,30/01/2023,,,,,
240306396,GBR,Annual,Net Zero Growth Plan,Net Zero Growth Plan United Kingdom (2023),Country,,United Kingdom,,,"Policy support, Strategic planning, Target",General,"The UK government has announced a plan to achieve its net zero targets, including a Carbon Budget Delivery Update with proposals and policies to meet carbon budgets. Additionally, there's a focus on advancing the new nuclear programme, establishing a taskforce for solar power ambitions, and making long-term commitments to Carbon Capture, Utilization, and Storage (CCUS).","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2023,,2050,,Mitigation,https://www.gov.uk/government/publications/powering-up-britain/powering-up-britain-net-zero-growth-plan,22/02/2024,,,,,
211005268,GBR,Annual,Net Zero Innovation portfolio,Net Zero Innovation portfolio United Kingdom (2021),Country,,United Kingdom,,,"Direct investment, RD&D funding, Policy support, Strategic planning, Research & Development and Deployment (RD&D), Technology development",General,"The Net Zero innovation Portfolio establishes a £1 billion fund  for low-carbon technologies and systems to advance decarbonisation in the UK. This fund was announced  in the UK Government's ten point plan.
The portfolio outlines offshore wind, CCS, nuclear energy, hydrogen, industrial fuel switch and buildings among the priority areas to invest and support the development of technologies.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021,2021,,Unknown,Mitigation,https://www.gov.uk/government/collections/net-zero-innovation-portfolio,01/05/2021,,,,,
220205771,GBR,Annual,Net Zero Strategy: Build Back Greener,Net Zero Strategy: Build Back Greener United Kingdom (2021),Country,,United Kingdom,,,"Policy support, Strategic planning, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"The United Kingdom's LTS refers to its 2050 net zero target enshrined in law since 2019. The strategy is structured around 4 key principles:
1. To work with the grain of consumer choice: no one will be required to rip out their existing boiler or scrap their current car
2. To ensure the biggest polluters pay the most for the transition through fair carbon pricing
3. To ensure that the most vulnerable are protected through Government supportin the form of energy bill discounts, energy efficiency upgrades, and more
4. To work with businesses to continue delivering deep cost reductions in low carbon tech through support for the latest state of the art kit to bring down costs for consumers and deliver benefits for businesses.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021,2021,2050,,Mitigation,https://unfccc.int/sites/default/files/resource/UK%20Net%20Zero%20Strategy%20-%20Build%20Back%20Greener.pdf,01/01/2022,,,,,
